Serial Number:20630478 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","Host Connect","Stopped","EOF"
2020-06-16 16:26:56,22.42,29.81,3.92, , , 
2020-06-16 16:31:56,22.33,22.32,-0.21, , , 
2020-06-16 16:36:56,20.51,28.10,1.44, , , 
2020-06-16 16:41:56,19.61,29.76,1.47, , , 
2020-06-16 16:46:56,19.16,34.54,3.17, , , 
2020-06-16 16:51:56,19.39,28.53,0.69, , , 
2020-06-16 16:56:56,18.76,27.55,-0.34, , , 
2020-06-16 17:01:56,19.36,31.04,1.83, , , 
2020-06-16 17:06:56,19.45,31.31,2.04, , , 
2020-06-16 17:11:56,20.03,28.49,1.22, , , 
2020-06-16 17:16:56,19.85,25.20,-0.63, , , 
2020-06-16 17:21:56,21.10,25.15,0.41, , , 
2020-06-16 17:26:56,20.83,28.73,2.02, , , 
2020-06-16 17:31:56,20.87,27.44,1.42, , , 
2020-06-16 17:36:56,19.79,23.15,-1.84, , , 
2020-06-16 17:41:56,18.95,29.19,0.63, , , 
2020-06-16 17:46:56,18.50,33.77,2.26, , , 
2020-06-16 17:51:56,18.13,29.21,-0.07, , , 
2020-06-16 17:56:56,18.28,28.67,-0.19, , , 
2020-06-16 18:01:56,19.01,25.60,-1.12, , , 
2020-06-16 18:06:56,19.10,25.31,-1.20, , , 
2020-06-16 18:11:56,19.10,26.38,-0.64, , , 
2020-06-16 18:16:56,18.73,31.58,1.53, , , 
2020-06-16 18:21:56,18.88,31.49,1.63, , , 
2020-06-16 18:26:56,18.09,28.37,-0.51, , , 
2020-06-16 18:31:56,17.49,29.09,-0.68, , , 
2020-06-16 18:36:56,17.52,27.14,-1.60, , , 
2020-06-16 18:41:56,17.70,26.92,-1.55, , , 
2020-06-16 18:46:56,17.75,25.84,-2.07, , , 
2020-06-16 18:51:56,17.34,27.57,-1.54, , , 
2020-06-16 18:56:56,17.53,25.70,-2.33, , , 
2020-06-16 19:01:56,17.31,27.57,-1.57, , , 
2020-06-16 19:06:56,16.92,28.62,-1.40, , , 
2020-06-16 19:11:56,16.71,27.97,-1.89, , , 
2020-06-16 19:16:56,16.44,33.50,0.34, , , 
2020-06-16 19:21:56,16.24,37.21,1.62, , , 
2020-06-16 19:26:56,16.15,29.70,-1.56, , , 
2020-06-16 19:31:56,15.99,32.95,-0.28, , , 
2020-06-16 19:36:56,15.86,29.80,-1.76, , , 
2020-06-16 19:41:56,15.75,33.87,-0.11, , , 
2020-06-16 19:46:56,15.71,29.47,-2.05, , , 
2020-06-16 19:51:56,15.80,34.68,0.25, , , 
2020-06-16 19:56:56,15.84,30.92,-1.28, , , 
2020-06-16 20:01:56,15.70,37.92,1.41, , , 
2020-06-16 20:06:56,15.69,31.25,-1.27, , , 
2020-06-16 20:11:56,15.63,28.38,-2.62, , , 
2020-06-16 20:16:56,15.53,31.28,-1.40, , , 
2020-06-16 20:21:56,15.32,28.63,-2.77, , , 
2020-06-16 20:26:56,15.19,29.26,-2.59, , , 
2020-06-16 20:31:56,15.02,31.40,-1.78, , , 
2020-06-16 20:36:56,14.74,31.51,-1.98, , , 
2020-06-16 20:41:56,14.63,32.57,-1.63, , , 
2020-06-16 20:46:56,14.53,32.76,-1.64, , , 
2020-06-16 20:51:56,14.52,29.93,-2.87, , , 
2020-06-16 20:56:56,14.45,29.16,-3.27, , , 
2020-06-16 21:01:56,14.47,29.08,-3.30, , , 
2020-06-16 21:06:56,14.38,34.84,-0.93, , , 
2020-06-16 21:11:56,14.26,32.85,-1.84, , , 
2020-06-16 21:16:56,14.08,32.41,-2.18, , , 
2020-06-16 21:21:56,13.88,30.59,-3.14, , , 
2020-06-16 21:26:56,13.88,33.53,-1.90, , , 
2020-06-16 21:31:56,13.80,30.42,-3.27, , , 
2020-06-16 21:36:56,13.61,33.04,-2.33, , , 
2020-06-16 21:41:56,13.48,31.64,-3.03, , , 
2020-06-16 21:46:56,13.49,31.05,-3.27, , , 
2020-06-16 21:51:56,13.48,35.38,-1.52, , , 
2020-06-16 21:56:56,13.47,34.64,-1.82, , , 
2020-06-16 22:01:56,13.40,31.15,-3.30, , , 
2020-06-16 22:06:56,13.24,30.15,-3.88, , , 
2020-06-16 22:11:56,13.05,31.73,-3.37, , , 
2020-06-16 22:16:56,12.73,33.82,-2.79, , , 
2020-06-16 22:21:56,12.71,31.80,-3.64, , , 
2020-06-16 22:26:56,12.81,31.45,-3.69, , , 
2020-06-16 22:31:56,12.94,31.34,-3.62, , , 
2020-06-16 22:36:56,13.02,31.92,-3.31, , , 
2020-06-16 22:41:56,12.85,31.03,-3.84, , , 
2020-06-16 22:46:56,12.77,36.10,-1.88, , , 
2020-06-16 22:51:56,12.41,33.76,-3.10, , , 
2020-06-16 22:56:56,12.14,32.14,-3.99, , , 
2020-06-16 23:01:56,12.26,31.39,-4.21, , , 
2020-06-16 23:06:56,12.22,31.97,-3.99, , , 
2020-06-16 23:11:56,12.21,32.43,-3.81, , , 
2020-06-16 23:16:56,12.20,31.77,-4.09, , , 
2020-06-16 23:21:56,12.05,35.88,-2.60, , , 
2020-06-16 23:26:56,11.85,31.74,-4.41, , , 
2020-06-16 23:31:56,11.85,34.86,-3.16, , , 
2020-06-16 23:36:56,11.70,33.05,-4.01, , , 
2020-06-16 23:41:56,11.51,30.30,-5.32, , , 
2020-06-16 23:46:56,11.59,36.01,-2.95, , , 
2020-06-16 23:51:56,11.77,31.36,-4.64, , , 
2020-06-16 23:56:56,11.94,31.78,-4.31, , , 
2020-06-17 00:01:56,11.90,28.90,-5.60, , , 
2020-06-17 00:06:56,11.94,28.52,-5.74, , , 
2020-06-17 00:11:56,12.00,30.95,-4.62, , , 
2020-06-17 00:16:56,11.66,33.14,-4.01, , , 
2020-06-17 00:21:56,11.40,27.44,-6.71, , , 
2020-06-17 00:26:56,11.19,27.36,-6.93, , , 
2020-06-17 00:31:56,11.04,28.12,-6.70, , , 
2020-06-17 00:36:56,11.08,26.55,-7.42, , , 
2020-06-17 00:41:56,11.19,26.11,-7.53, , , 
2020-06-17 00:46:56,11.19,29.75,-5.84, , , 
2020-06-17 00:51:56,11.17,26.16,-7.53, , , 
2020-06-17 00:56:56,11.10,27.54,-6.93, , , 
2020-06-17 01:01:56,11.07,28.37,-6.57, , , 
2020-06-17 01:06:56,11.01,24.48,-8.52, , , 
2020-06-17 01:11:56,11.07,26.74,-7.34, , , 
2020-06-17 01:16:56,10.84,33.33,-4.65, , , 
2020-06-17 01:21:56,10.56,24.70,-8.79, , , 
2020-06-17 01:26:56,10.46,25.03,-8.70, , , 
2020-06-17 01:31:56,10.50,29.71,-6.46, , , 
2020-06-17 01:36:56,10.15,29.54,-6.83, , , 
2020-06-17 01:41:56,9.98,29.32,-7.08, , , 
2020-06-17 01:46:56,9.69,34.29,-5.29, , , 
2020-06-17 01:51:56,9.50,29.93,-7.23, , , 
2020-06-17 01:56:56,9.75,32.03,-6.14, , , 
2020-06-17 02:01:56,9.59,32.40,-6.13, , , 
2020-06-17 02:06:56,9.61,27.21,-8.37, , , 
2020-06-17 02:11:56,9.97,26.33,-8.47, , , 
2020-06-17 02:16:56,9.97,26.66,-8.31, , , 
2020-06-17 02:21:56,9.99,26.75,-8.25, , , 
2020-06-17 02:26:56,10.50,25.22,-8.57, , , 
2020-06-17 02:31:56,10.77,25.02,-8.45, , , 
2020-06-17 02:36:56,10.68,25.13,-8.46, , , 
2020-06-17 02:41:56,10.71,24.37,-8.83, , , 
2020-06-17 02:46:56,10.58,25.27,-8.48, , , 
2020-06-17 02:51:56,10.60,27.38,-7.43, , , 
2020-06-17 02:56:56,10.68,25.35,-8.36, , , 
2020-06-17 03:01:56,10.88,26.68,-7.52, , , 
2020-06-17 03:06:56,10.79,24.16,-8.88, , , 
2020-06-17 03:11:56,10.66,24.52,-8.80, , , 
2020-06-17 03:16:56,10.53,23.93,-9.22, , , 
2020-06-17 03:21:56,10.30,25.09,-8.80, , , 
2020-06-17 03:26:56,10.16,24.99,-8.97, , , 
2020-06-17 03:31:56,10.09,26.70,-8.19, , , 
2020-06-17 03:36:56,9.91,25.84,-8.77, , , 
2020-06-17 03:41:56,9.78,25.00,-9.30, , , 
2020-06-17 03:46:56,9.76,23.77,-9.96, , , 
2020-06-17 03:51:56,9.91,27.04,-8.19, , , 
2020-06-17 03:56:56,9.71,24.30,-9.71, , , 
2020-06-17 04:01:56,9.75,25.90,-8.88, , , 
2020-06-17 04:06:56,9.70,24.49,-9.63, , , 
2020-06-17 04:11:56,9.85,24.40,-9.54, , , 
2020-06-17 04:16:56,9.81,23.87,-9.86, , , 
2020-06-17 04:21:56,9.90,24.79,-9.31, , , 
2020-06-17 04:26:56,9.70,23.71,-10.04, , , 
2020-06-17 04:31:56,9.65,25.09,-9.36, , , 
2020-06-17 04:36:56,9.64,25.20,-9.32, , , 
2020-06-17 04:41:56,9.49,28.12,-8.05, , , 
2020-06-17 04:46:56,9.42,27.16,-8.55, , , 
2020-06-17 04:51:56,9.29,32.13,-6.50, , , 
2020-06-17 04:56:56,8.81,27.47,-8.93, , , 
2020-06-17 05:01:56,8.44,28.81,-8.65, , , 
2020-06-17 05:06:56,8.32,28.11,-9.06, , , 
2020-06-17 05:11:56,8.28,26.81,-9.70, , , 
2020-06-17 05:16:56,8.17,34.53,-6.55, , , 
2020-06-17 05:21:56,7.72,34.51,-6.95, , , 
2020-06-17 05:26:56,7.44,32.16,-8.11, , , 
2020-06-17 05:31:56,7.37,30.40,-8.89, , , 
2020-06-17 05:36:56,7.22,35.51,-7.03, , , 
2020-06-17 05:41:56,6.99,35.25,-7.32, , , 
2020-06-17 05:46:56,6.68,36.34,-7.20, , , 
2020-06-17 05:51:56,6.72,33.37,-8.27, , , 
2020-06-17 05:56:56,6.78,28.12,-10.40, , , 
2020-06-17 06:01:56,6.78,35.29,-7.50, , , 
2020-06-17 06:06:56,6.49,38.09,-6.77, , , 
2020-06-17 06:11:56,6.31,36.96,-7.31, , , 
2020-06-17 06:16:56,6.15,38.30,-7.00, , , 
2020-06-17 06:21:56,5.95,38.49,-7.11, , , 
2020-06-17 06:26:56,5.76,39.20,-7.05, , , 
2020-06-17 06:31:56,5.64,38.66,-7.34, , , 
2020-06-17 06:36:56,5.52,36.88,-8.05, , , 
2020-06-17 06:41:56,5.43,36.67,-8.20, , , 
2020-06-17 06:46:56,5.35,40.17,-7.10, , , 
2020-06-17 06:51:56,5.21,40.92,-6.99, , , 
2020-06-17 06:56:56,5.11,39.07,-7.67, , , 
2020-06-17 07:01:56,5.08,40.94,-7.10, , , 
2020-06-17 07:06:56,5.00,41.45,-7.01, , , 
2020-06-17 07:11:56,4.91,38.77,-7.95, , , 
2020-06-17 07:16:56,4.82,36.53,-8.79, , , 
2020-06-17 07:21:56,4.78,32.54,-10.30, , , 
2020-06-17 07:26:56,4.94,40.10,-7.49, , , 
2020-06-17 07:31:56,5.02,36.64,-8.58, , , 
2020-06-17 07:36:56,5.08,33.59,-9.63, , , 
2020-06-17 07:41:56,5.07,40.80,-7.15, , , 
2020-06-17 07:46:56,4.97,40.23,-7.42, , , 
2020-06-17 07:51:56,4.83,39.62,-7.74, , , 
2020-06-17 07:56:56,4.75,42.48,-6.92, , , 
2020-06-17 08:01:56,4.61,37.46,-8.66, , , 
2020-06-17 08:06:56,4.56,37.18,-8.81, , , 
2020-06-17 08:11:56,4.66,38.48,-8.27, , , 
2020-06-17 08:16:56,4.73,37.94,-8.40, , , 
2020-06-17 08:21:56,4.92,39.31,-7.76, , , 
2020-06-17 08:26:56,5.17,41.40,-6.87, , , 
2020-06-17 08:31:56,5.24,31.98,-10.11, , , 
2020-06-17 08:36:56,5.60,35.50,-8.47, , , 
2020-06-17 08:41:56,5.71,39.79,-6.90, , , 
2020-06-17 08:46:56,5.86,40.32,-6.59, , , 
2020-06-17 08:51:56,6.15,37.62,-7.23, , , 
2020-06-17 08:56:56,6.41,38.98,-6.53, , , 
2020-06-17 09:01:56,6.76,37.80,-6.62, , , 
2020-06-17 09:06:56,7.54,29.47,-9.14, , , 
2020-06-17 09:11:56,8.89,30.84,-7.38, , , 
2020-06-17 09:16:56,10.14,32.22,-5.71, , , 
2020-06-17 09:21:56,11.07,24.05,-8.70, , , 
2020-06-17 09:26:56,11.73,28.66,-5.86, , , 
2020-06-17 09:31:56,12.63,26.93,-5.90, , , 
2020-06-17 09:36:56,13.26,29.54,-4.14, , , 
2020-06-17 09:41:56,13.85,23.42,-6.68, , , 
2020-06-17 09:46:56,14.35,25.79,-5.00, , , 
2020-06-17 09:51:56,14.47,20.79,-7.71, , , 
2020-06-17 09:56:56,14.63,20.48,-7.77, , , 
2020-06-17 10:01:56,15.23,18.99,-8.24, , , 
2020-06-17 10:06:56,15.47,24.63,-4.65, , , 
2020-06-17 10:11:56,15.69,20.64,-6.79, , , 
2020-06-17 10:16:56,15.23,26.15,-4.06, , , 
2020-06-17 10:21:56,15.72,26.90,-3.26, , , 
2020-06-17 10:26:56,16.08,27.48,-2.67, , , 
2020-06-17 10:31:56,15.96,21.20,-6.21, , , 
2020-06-17 10:36:56,16.24,23.41,-4.67, , , 
2020-06-17 10:41:56,16.37,32.13,-0.29, , , 
2020-06-17 10:46:56,16.56,27.11,-2.44, , , 
2020-06-17 10:51:56,16.55,27.30,-2.36, , , 
2020-06-17 10:56:56,16.88,26.13,-2.66, , , 
2020-06-17 11:01:56,17.17,21.10,-5.27, , , 
2020-06-17 11:06:56,16.98,28.06,-1.62, , , 
2020-06-17 11:11:56,16.88,26.13,-2.67, , , 
2020-06-17 11:16:56,16.92,25.20,-3.11, , , 
2020-06-17 11:21:56,17.39,22.45,-4.26, , , 
2020-06-17 11:26:56,17.84,30.89,0.45, , , 
2020-06-17 11:31:56,18.23,23.31,-3.05, , , 
2020-06-17 11:36:56,18.27,24.52,-2.34, , , 
2020-06-17 11:41:56,18.46,22.87,-3.12, , , 
2020-06-17 11:46:56,18.22,27.06,-1.05, , , 
2020-06-17 11:51:56,18.14,28.06,-0.61, , , 
2020-06-17 11:56:56,17.70,23.46,-3.41, , , 
2020-06-17 12:01:56,17.64,32.17,0.83, , , 
2020-06-17 12:06:56,17.96,28.57,-0.52, , , 
2020-06-17 12:11:56,18.14,26.04,-1.63, , , 
2020-06-17 12:16:56,17.99,29.26,-0.17, , , 
2020-06-17 12:21:56,18.09,27.64,-0.86, , , 
2020-06-17 12:26:56,18.29,26.79,-1.11, , , 
2020-06-17 12:31:56,18.57,25.07,-1.78, , , 
2020-06-17 12:36:56,18.44,29.01,0.10, , , 
2020-06-17 12:41:56,18.26,30.60,0.68, , , 
2020-06-17 12:46:56,18.36,22.88,-3.19, , , 
2020-06-17 12:51:56,18.49,21.54,-3.89, , , 
2020-06-17 12:56:56,18.25,30.61,0.68, , , 
2020-06-17 13:01:56,18.17,26.67,-1.29, , , 
2020-06-17 13:06:56,18.66,21.99,-3.47, , , 
2020-06-17 13:11:56,18.91,22.59,-2.91, , , 
2020-06-17 13:16:56,18.74,26.41,-0.93, , , 
2020-06-17 13:21:56,18.97,24.09,-1.98, , , 
2020-06-17 13:26:56,19.00,27.64,-0.08, , , 
2020-06-17 13:31:56,19.30,28.21,0.46, , , 
2020-06-17 13:36:56,19.53,22.31,-2.55, , , 
2020-06-17 13:41:56,19.29,20.88,-3.64, , , 
2020-06-17 13:46:56,19.32,30.10,1.38, , , 
2020-06-17 13:51:56,19.13,22.54,-2.75, , , 
2020-06-17 13:56:56,18.92,24.92,-1.57, , , 
2020-06-17 14:01:56,19.11,24.95,-1.39, , , 
2020-06-17 14:06:56,19.70,21.58,-2.85, , , 
2020-06-17 14:11:56,19.68,21.03,-3.22, , , 
2020-06-17 14:16:56,19.61,28.23,0.74, , , 
2020-06-17 14:21:56,19.95,29.34,1.56, , , 
2020-06-17 14:26:56,20.29,18.99,-4.08, , , 
2020-06-17 14:31:56,20.18,19.69,-3.68, , , 
2020-06-17 14:36:56,19.69,29.37,1.35, , , 
2020-06-17 14:41:56,19.83,25.43,-0.52, , , 
2020-06-17 14:46:56,20.14,26.84,0.48, , , 
2020-06-17 14:51:56,20.22,23.45,-1.29, , , 
2020-06-17 14:56:56,20.13,19.96,-3.55, , , 
2020-06-17 15:01:56,20.18,21.48,-2.52, , , 
2020-06-17 15:06:56,20.72,24.22,-0.44, , , 
2020-06-17 15:11:56,20.74,22.89,-1.19, , , 
2020-06-17 15:16:56,20.47,21.83,-2.06, , , 
2020-06-17 15:21:56,20.61,20.00,-3.12, , , 
2020-06-17 15:26:56,20.69,29.02,2.04, , , 
2020-06-17 15:31:56,20.81,25.19,0.19, , , 
2020-06-17 15:36:56,21.23,24.00,-0.13, , , 
2020-06-17 15:41:56,21.17,28.27,2.09, , , 
2020-06-17 15:46:56,21.79,20.42,-1.87, , , 
2020-06-17 15:51:56,21.64,30.25,3.45, , , 
2020-06-17 15:56:56,21.76,18.57,-3.17, , , 
2020-06-17 16:01:56,21.18,17.21,-4.66, , , 
2020-06-17 16:06:56,20.89,18.16,-4.18, , , 
2020-06-17 16:11:56,20.71,22.07,-1.71, , , 
2020-06-17 16:16:56,20.78,22.70,-1.27, , , 
2020-06-17 16:21:56,20.94,20.79,-2.33, , , 
2020-06-17 16:26:56,21.18,21.57,-1.63, , , 
2020-06-17 16:31:56,21.45,25.47,0.88, , , 
2020-06-17 16:36:56,21.60,18.47,-3.37, , , 
2020-06-17 16:41:56,20.84,20.33,-2.71, , , 
2020-06-17 16:46:56,21.06,20.81,-2.22, , , 
2020-06-17 16:51:56,21.17,20.27,-2.48, , , 
2020-06-17 16:56:56,21.43,24.84,0.51, , , 
2020-06-17 17:01:56,21.44,18.57,-3.43, , , 
2020-06-17 17:06:56,21.17,22.85,-0.85, , , 
2020-06-17 17:11:56,21.51,21.78,-1.22, , , 
2020-06-17 17:16:56,21.73,26.00,1.40, , , 
2020-06-17 17:21:56,22.01,20.55,-1.60, , , 
2020-06-17 17:26:56,22.02,22.73,-0.22, , , 
2020-06-17 17:31:56,21.49,21.09,-1.67, , , 
2020-06-17 17:36:56,21.80,23.12,-0.16, , , 
2020-06-17 17:41:56,21.97,22.09,-0.64, , , 
2020-06-17 17:46:56,21.51,22.95,-0.50, , , 
2020-06-17 17:51:56,21.80,20.87,-1.56, , , 
2020-06-17 17:56:56,21.76,22.42,-0.62, , , 
2020-06-17 18:01:56,21.97,24.69,0.89, , , 
2020-06-17 18:06:56,22.05,25.51,1.41, , , 
2020-06-17 18:11:56,21.60,21.13,-1.56, , , 
2020-06-17 18:16:56,21.39,20.57,-2.10, , , 
2020-06-17 18:21:56,21.30,20.70,-2.09, , , 
2020-06-17 18:26:56,20.98,18.84,-3.62, , , 
2020-06-17 18:31:56,20.84,19.91,-3.00, , , 
2020-06-17 18:36:56,20.69,25.43,0.21, , , 
2020-06-17 18:41:56,21.18,29.02,2.47, , , 
2020-06-17 18:46:56,20.51,21.36,-2.31, , , 
2020-06-17 18:51:56,19.02,28.59,0.40, , , 
2020-06-17 18:56:56,18.34,21.43,-4.09, , , 
2020-06-17 19:01:56,18.54,22.07,-3.52, , , 
2020-06-17 19:06:56,17.53,22.49,-4.12, , , 
2020-06-17 19:11:56,16.43,28.42,-1.91, , , 
2020-06-17 19:16:56,15.55,27.39,-3.17, , , 
2020-06-17 19:21:56,14.91,25.59,-4.63, , , 
2020-06-17 19:26:56,14.44,33.24,-1.52, , , 
2020-06-17 19:31:56,14.11,31.34,-2.60, , , 
2020-06-17 19:36:56,13.73,26.47,-5.19, , , 
2020-06-17 19:41:56,13.51,27.37,-4.93, , , 
2020-06-17 19:46:56,13.25,26.88,-5.39, , , 
2020-06-17 19:51:56,13.17,31.13,-3.52, , , 
2020-06-17 19:56:56,13.03,34.63,-2.21, , , 
2020-06-17 20:01:56,12.71,32.59,-3.31, , , 
2020-06-17 20:06:56,12.37,38.57,-1.33, , , 
2020-06-17 20:11:56,12.06,34.33,-3.18, , , 
2020-06-17 20:16:56,11.88,31.52,-4.48, , , 
2020-06-17 20:21:56,11.76,33.79,-3.65, , , 
2020-06-17 20:26:56,11.74,34.79,-3.28, , , 
2020-06-17 20:31:56,11.62,32.85,-4.15, , , 
2020-06-17 20:36:56,11.41,35.56,-3.29, , , 
2020-06-17 20:41:56,11.20,39.07,-2.20, , , 
2020-06-17 20:46:56,10.88,38.18,-2.80, , , 
2020-06-17 20:51:56,10.75,31.76,-5.36, , , 
2020-06-17 20:56:56,10.74,38.82,-2.70, , , 
2020-06-17 21:01:56,10.60,38.87,-2.81, , , 
2020-06-17 21:06:56,10.41,40.40,-2.47, , , 
2020-06-17 21:11:56,10.30,39.30,-2.93, , , 
2020-06-17 21:16:56,10.12,39.32,-3.09, , , 
2020-06-17 21:21:56,10.00,38.34,-3.53, , , 
2020-06-17 21:26:56,9.98,41.25,-2.57, , , 
2020-06-17 21:31:56,9.81,41.38,-2.68, , , 
2020-06-17 21:36:56,9.68,38.25,-3.85, , , 
2020-06-17 21:41:56,9.63,38.74,-3.73, , , 
2020-06-17 21:46:56,9.49,40.58,-3.23, , , 
2020-06-17 21:51:56,9.48,38.03,-4.11, , , 
2020-06-17 21:56:56,9.41,40.96,-3.18, , , 
2020-06-17 22:01:56,9.26,42.64,-2.77, , , 
2020-06-17 22:06:56,9.11,34.01,-5.91, , , 
2020-06-17 22:11:56,9.35,40.48,-3.39, , , 
2020-06-17 22:16:56,9.25,39.93,-3.66, , , 
2020-06-17 22:21:56,9.26,41.48,-3.14, , , 
2020-06-17 22:26:56,9.06,33.37,-6.20, , , 
2020-06-17 22:31:56,9.05,41.47,-3.34, , , 
2020-06-17 22:36:56,8.85,42.30,-3.26, , , 
2020-06-17 22:41:56,8.65,41.78,-3.60, , , 
2020-06-17 22:46:56,8.48,41.03,-4.00, , , 
2020-06-17 22:51:56,8.31,41.86,-3.89, , , 
2020-06-17 22:56:56,8.19,42.11,-3.91, , , 
2020-06-17 23:01:56,8.16,41.73,-4.06, , , 
2020-06-17 23:06:56,8.09,41.94,-4.05, , , 
2020-06-17 23:11:56,8.03,41.59,-4.22, , , 
2020-06-17 23:16:56,7.99,43.36,-3.71, , , 
2020-06-17 23:21:56,7.90,41.35,-4.42, , , 
2020-06-17 23:26:56,7.82,43.02,-3.97, , , 
2020-06-17 23:31:56,7.73,42.89,-4.09, , , 
2020-06-17 23:36:56,7.67,41.30,-4.65, , , 
2020-06-17 23:41:56,7.73,42.21,-4.30, , , 
2020-06-17 23:46:56,7.76,43.17,-3.97, , , 
2020-06-17 23:51:56,7.69,41.86,-4.45, , , 
2020-06-17 23:56:56,7.62,42.95,-4.16, , , 
2020-06-18 00:01:56,7.45,43.32,-4.21, , , 
2020-06-18 00:06:56,7.52,36.86,-6.28, , , 
2020-06-18 00:11:56,7.63,41.58,-4.59, , , 
2020-06-18 00:16:56,7.54,41.77,-4.61, , , 
2020-06-18 00:21:56,7.52,42.09,-4.53, , , 
2020-06-18 00:26:56,7.44,43.54,-4.15, , , 
2020-06-18 00:31:56,7.34,42.91,-4.43, , , 
2020-06-18 00:36:56,7.26,39.82,-5.49, , , 
2020-06-18 00:41:56,7.34,42.26,-4.63, , , 
2020-06-18 00:46:56,7.27,43.40,-4.35, , , 
2020-06-18 00:51:56,7.14,42.46,-4.76, , , 
2020-06-18 00:56:56,7.07,44.25,-4.28, , , 
2020-06-18 01:01:56,6.97,45.33,-4.05, , , 
2020-06-18 01:06:56,6.93,41.13,-5.37, , , 
2020-06-18 01:11:56,7.07,43.69,-4.44, , , 
2020-06-18 01:16:56,7.10,44.10,-4.29, , , 
2020-06-18 01:21:56,7.02,44.37,-4.28, , , 
2020-06-18 01:26:56,7.00,42.61,-4.83, , , 
2020-06-18 01:31:56,7.00,42.79,-4.78, , , 
2020-06-18 01:36:56,7.10,41.13,-5.21, , , 
