Serial Number:20630307 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","Host Connect","EOF"
2020-06-15 18:58:24,24.65,18.39,-0.94, , 
2020-06-15 19:03:24,24.43,20.02,0.04, , 
2020-06-15 19:08:24,24.44,23.74,2.42, , 
2020-06-15 19:13:24,24.76,18.60,-0.70, , 
2020-06-15 19:18:24,24.44,20.66,0.49, , 
2020-06-15 19:23:24,24.00,17.61,-2.06, , 
2020-06-15 19:28:24,23.57,21.83,0.52, , 
2020-06-15 19:33:24,23.38,19.78,-0.99, , 
2020-06-15 19:38:24,23.41,20.45,-0.51, , 
2020-06-15 19:43:24,23.21,23.57,1.28, , 
2020-06-15 19:48:24,22.39,22.62,0.03, , 
2020-06-15 19:53:24,21.97,22.25,-0.54, , 
2020-06-15 19:58:24,21.59,20.67,-1.87, , 
2020-06-15 20:03:24,20.69,28.92,1.99, , 
2020-06-15 20:08:24,19.85,25.62,-0.40, , 
2020-06-15 20:13:24,19.69,25.92,-0.38, , 
2020-06-15 20:18:24,19.46,31.40,2.09, , 
2020-06-15 20:23:24,18.80,26.66,-0.75, , 
2020-06-15 20:28:24,18.67,25.66,-1.38, , 
2020-06-15 20:33:24,18.74,35.63,3.23, , 
2020-06-15 20:38:24,18.08,33.26,1.68, , 
2020-06-15 20:43:24,17.46,35.98,2.24, , 
2020-06-15 20:48:24,16.63,40.45,3.15, , 
2020-06-15 20:53:24,16.02,42.78,3.39, , 
2020-06-15 20:58:24,15.34,41.33,2.29, , 
2020-06-15 21:03:24,14.65,43.38,2.34, , 
2020-06-15 21:08:24,14.04,40.94,0.98, , 
2020-06-15 21:13:24,13.56,45.44,2.01, , 
2020-06-15 21:18:24,13.14,51.09,3.26, , 
2020-06-15 21:23:24,12.66,45.87,1.32, , 
2020-06-15 21:28:24,12.41,50.65,2.47, , 
2020-06-15 21:33:24,12.14,51.78,2.53, , 
2020-06-15 21:38:24,11.79,52.21,2.33, , 
2020-06-15 21:43:24,11.58,52.59,2.23, , 
2020-06-15 21:48:24,11.43,47.89,0.79, , 
2020-06-15 21:53:24,11.32,48.71,0.92, , 
2020-06-15 21:58:24,11.24,51.27,1.56, , 
2020-06-15 22:03:24,11.08,48.93,0.76, , 
2020-06-15 22:08:24,11.04,50.99,1.30, , 
2020-06-15 22:13:24,10.83,53.49,1.77, , 
2020-06-15 22:18:24,10.51,51.67,0.99, , 
2020-06-15 22:23:24,10.38,53.41,1.33, , 
2020-06-15 22:28:24,10.08,55.37,1.55, , 
2020-06-15 22:33:24,9.48,57.01,1.40, , 
2020-06-15 22:38:24,8.87,58.01,1.07, , 
2020-06-15 22:43:24,8.38,58.89,0.82, , 
2020-06-15 22:48:24,8.05,62.26,1.28, , 
2020-06-15 22:53:24,7.71,63.34,1.19, , 
2020-06-15 22:58:24,7.53,65.01,1.38, , 
2020-06-15 23:03:24,7.26,65.22,1.17, , 
2020-06-15 23:08:24,7.09,66.18,1.21, , 
2020-06-15 23:13:24,6.90,65.49,0.89, , 
2020-06-15 23:18:24,6.66,65.18,0.59, , 
2020-06-15 23:23:24,6.48,64.50,0.27, , 
2020-06-15 23:28:24,6.36,64.33,0.13, , 
2020-06-15 23:33:24,6.26,63.87,-0.07, , 
2020-06-15 23:38:24,6.15,57.65,-1.57, , 
2020-06-15 23:43:24,6.30,65.41,0.30, , 
2020-06-15 23:48:24,6.26,65.20,0.22, , 
2020-06-15 23:53:24,6.16,65.75,0.24, , 
2020-06-15 23:58:24,6.01,61.36,-0.85, , 
2020-06-16 00:03:24,5.91,66.95,0.25, , 
2020-06-16 00:08:24,5.71,66.22,-0.09, , 
2020-06-16 00:13:24,5.56,68.36,0.21, , 
2020-06-16 00:18:24,5.35,66.27,-0.43, , 
2020-06-16 00:23:24,5.38,65.96,-0.46, , 
2020-06-16 00:28:24,5.53,63.33,-0.87, , 
2020-06-16 00:33:24,5.71,63.42,-0.68, , 
2020-06-16 00:38:24,5.63,64.77,-0.48, , 
2020-06-16 00:43:24,5.40,67.78,-0.07, , 
2020-06-16 00:48:24,5.04,67.48,-0.48, , 
2020-06-16 00:53:24,4.78,70.04,-0.21, , 
2020-06-16 00:58:24,4.57,69.95,-0.44, , 
2020-06-16 01:03:24,4.36,72.14,-0.21, , 
2020-06-16 01:08:24,4.19,70.53,-0.68, , 
2020-06-16 01:13:24,4.19,69.26,-0.93, , 
2020-06-16 01:18:24,4.37,71.49,-0.32, , 
2020-06-16 01:23:24,4.20,71.51,-0.48, , 
2020-06-16 01:28:24,4.02,73.27,-0.33, , 
2020-06-16 01:33:24,3.86,72.76,-0.58, , 
2020-06-16 01:38:24,3.72,72.45,-0.77, , 
2020-06-16 01:43:24,3.72,71.95,-0.87, , 
2020-06-16 01:48:24,3.85,71.64,-0.80, , 
2020-06-16 01:53:24,3.72,73.91,-0.50, , 
2020-06-16 01:58:24,3.57,73.60,-0.70, , 
2020-06-16 02:03:24,3.40,74.24,-0.75, , 
2020-06-16 02:08:24,3.24,75.02,-0.76, , 
2020-06-16 02:13:24,3.02,75.40,-0.90, , 
2020-06-16 02:18:24,2.86,77.73,-0.64, , 
2020-06-16 02:23:24,2.74,78.03,-0.70, , 
2020-06-16 02:28:24,2.60,78.04,-0.83, , 
2020-06-16 02:33:24,2.40,79.45,-0.79, , 
2020-06-16 02:38:24,2.29,78.81,-1.00, , 
2020-06-16 02:43:24,2.23,79.37,-0.97, , 
2020-06-16 02:48:24,2.14,80.49,-0.86, , 
2020-06-16 02:53:24,2.08,80.57,-0.91, , 
2020-06-16 02:58:24,2.00,80.17,-1.05, , 
2020-06-16 03:03:24,1.99,81.12,-0.90, , 
2020-06-16 03:08:24,1.92,81.46,-0.92, , 
2020-06-16 03:13:24,1.79,81.43,-1.05, , 
2020-06-16 03:18:24,1.75,82.08,-0.98, , 
2020-06-16 03:23:24,1.68,82.48,-0.98, , 
2020-06-16 03:28:24,1.64,82.06,-1.09, , 
2020-06-16 03:33:24,1.51,82.59,-1.13, , 
2020-06-16 03:38:24,1.55,82.32,-1.13, , 
2020-06-16 03:43:24,1.56,82.76,-1.05, , 
2020-06-16 03:48:24,1.45,82.32,-1.24, , 
2020-06-16 03:53:24,1.29,83.19,-1.24, , 
2020-06-16 03:58:24,1.23,83.45,-1.26, , 
2020-06-16 04:03:24,1.19,83.30,-1.33, , 
2020-06-16 04:08:24,1.10,83.78,-1.33, , 
2020-06-16 04:13:24,1.02,83.85,-1.41, , 
2020-06-16 04:18:24,0.89,84.49,-1.43, , 
2020-06-16 04:23:24,0.81,84.91,-1.44, , 
2020-06-16 04:28:24,0.78,85.39,-1.39, , 
2020-06-16 04:33:24,0.81,85.26,-1.38, , 
2020-06-16 04:38:24,0.83,85.35,-1.35, , 
2020-06-16 04:43:24,0.97,84.76,-1.30, , 
2020-06-16 04:48:24,1.01,84.17,-1.37, , 
2020-06-16 04:53:24,0.96,84.79,-1.31, , 
2020-06-16 04:58:24,0.98,84.61,-1.32, , 
2020-06-16 05:03:24,0.91,84.85,-1.35, , 
2020-06-16 05:08:24,0.98,85.09,-1.24, , 
2020-06-16 05:13:24,1.09,84.08,-1.30, , 
2020-06-16 05:18:24,1.12,83.10,-1.42, , 
2020-06-16 05:23:24,1.16,83.40,-1.34, , 
2020-06-16 05:28:24,1.03,83.58,-1.44, , 
2020-06-16 05:33:24,0.92,85.01,-1.32, , 
2020-06-16 05:38:24,0.94,83.56,-1.53, , 
2020-06-16 05:43:24,0.95,84.40,-1.38, , 
2020-06-16 05:48:24,0.92,83.34,-1.59, , 
2020-06-16 05:53:24,0.84,83.98,-1.55, , 
2020-06-16 05:58:24,0.67,85.19,-1.53, , 
2020-06-16 06:03:24,0.57,85.50,-1.59, , 
2020-06-16 06:08:24,0.59,86.87,-1.35, , 
2020-06-16 06:13:24,0.71,86.95,-1.22, , 
2020-06-16 06:18:24,0.78,86.02,-1.29, , 
2020-06-16 06:23:24,0.72,86.49,-1.28, , 
2020-06-16 06:28:24,0.77,86.77,-1.18, , 
2020-06-16 06:33:24,0.86,87.58,-0.97, , 
2020-06-16 06:38:24,0.97,86.95,-0.96, , 
2020-06-16 06:43:24,1.02,86.43,-1.00, , 
2020-06-16 06:48:24,0.99,86.14,-1.06, , 
2020-06-16 06:53:24,0.98,85.69,-1.14, , 
2020-06-16 06:58:24,1.02,85.57,-1.13, , 
2020-06-16 07:03:24,1.02,86.06,-1.05, , 
2020-06-16 07:08:24,0.93,87.81,-0.86, , 
2020-06-16 07:13:24,1.02,86.94,-0.91, , 
2020-06-16 07:18:24,1.21,86.50,-0.79, , 
2020-06-16 07:23:24,1.20,85.35,-0.99, , 
2020-06-16 07:28:24,1.02,84.84,-1.25, , 
2020-06-16 07:33:24,0.83,87.82,-0.96, , 
2020-06-16 07:38:24,0.76,86.47,-1.24, , 
2020-06-16 07:43:24,0.65,87.22,-1.23, , 
2020-06-16 07:48:24,0.57,87.70,-1.24, , 
2020-06-16 07:53:24,0.52,87.94,-1.25, , 
2020-06-16 07:58:24,0.45,87.53,-1.38, , 
2020-06-16 08:03:24,0.33,88.36,-1.37, , 
2020-06-16 08:08:24,0.31,88.69,-1.34, , 
2020-06-16 08:13:24,0.29,89.72,-1.21, , 
2020-06-16 08:18:24,0.39,90.72,-0.95, , 
2020-06-16 08:23:24,0.65,91.76,-0.54, , 
2020-06-16 08:28:24,0.83,91.80,-0.35, , 
2020-06-16 08:33:24,0.98,91.42,-0.26, , 
2020-06-16 08:38:24,1.10,91.37,-0.15, , 
2020-06-16 08:43:24,1.26,92.03,0.11, , 
2020-06-16 08:48:24,1.46,91.91,0.28, , 
2020-06-16 08:53:24,1.60,91.86,0.41, , 
2020-06-16 08:58:24,1.70,91.69,0.49, , 
2020-06-16 09:03:24,1.83,91.59,0.61, , 
2020-06-16 09:08:24,1.94,91.68,0.73, , 
2020-06-16 09:13:24,2.03,91.87,0.85, , 
2020-06-16 09:18:24,2.21,91.80,1.01, , 
2020-06-16 09:23:24,2.35,92.06,1.19, , 
2020-06-16 09:28:24,2.68,92.72,1.62, , 
2020-06-16 09:33:24,2.95,92.66,1.88, , 
2020-06-16 09:38:24,3.30,93.09,2.29, , 
2020-06-16 09:43:24,4.66,94.81,3.90, , 
2020-06-16 09:48:24,6.22,88.81,4.51, , 
2020-06-16 09:53:24,7.78,81.17,4.77, , 
2020-06-16 09:58:24,9.29,73.86,4.87, , 
2020-06-16 10:03:24,10.81,67.73,5.09, , 
2020-06-16 10:08:24,12.17,59.42,4.51, , 
2020-06-16 10:13:24,13.40,53.73,4.23, , 
2020-06-16 10:18:24,14.32,51.90,4.58, , 
2020-06-16 10:23:24,14.95,53.13,5.50, , 
2020-06-16 10:28:24,15.86,48.41,5.00, , 
2020-06-16 10:33:24,16.44,46.47,4.95, , 
2020-06-16 10:38:24,16.90,46.63,5.42, , 
2020-06-16 10:43:24,17.28,45.45,5.39, , 
2020-06-16 10:48:24,17.72,44.82,5.59, , 
2020-06-16 10:53:24,18.17,41.67,4.95, , 
2020-06-16 10:58:24,18.41,41.37,5.07, , 
2020-06-16 11:03:24,18.82,40.91,5.27, , 
2020-06-16 11:08:24,19.55,37.58,4.71, , 
2020-06-16 11:13:24,19.98,40.96,6.33, , 
2020-06-16 11:18:24,20.61,39.14,6.24, , 
2020-06-16 11:23:24,21.07,36.18,5.51, , 
2020-06-16 11:28:24,21.35,35.67,5.55, , 
2020-06-16 11:33:24,21.58,37.01,6.29, , 
2020-06-16 11:38:24,21.89,37.45,6.74, , 
2020-06-16 11:43:24,22.40,33.30,5.49, , 
2020-06-16 11:48:24,23.17,31.47,5.35, , 
2020-06-16 11:53:24,23.79,29.44,4.92, , 
2020-06-16 11:58:24,23.89,30.72,5.62, , 
2020-06-16 12:03:24,23.89,29.91,5.24, , 
2020-06-16 12:08:24,24.29,30.02,5.63, , 
2020-06-16 12:13:24,24.55,27.97,4.84, , 
2020-06-16 12:18:24,24.34,26.85,4.08, , 
2020-06-16 12:23:24,24.08,28.91,4.90, , 
2020-06-16 12:28:24,23.87,29.80,5.17, , 
2020-06-16 12:33:24,24.13,31.17,6.04, , 
2020-06-16 12:38:24,24.48,29.69,5.64, , 
2020-06-16 12:43:24,24.74,30.70,6.35, , 
2020-06-16 12:48:24,25.40,26.78,4.95, , 
2020-06-16 12:53:24,25.44,26.41,4.78, , 
2020-06-16 12:58:24,25.30,26.68,4.81, , 
2020-06-16 13:03:24,25.33,27.34,5.18, , 
2020-06-16 13:08:24,25.82,26.37,5.08, , 
2020-06-16 13:13:24,26.45,24.69,4.66, , 
2020-06-16 13:18:24,26.96,26.20,5.95, , 
2020-06-16 13:23:24,26.70,25.97,5.61, , 
2020-06-16 13:28:24,26.04,26.83,5.51, , 
2020-06-16 13:33:24,24.93,26.05,4.15, , 
2020-06-16 13:38:24,24.12,26.64,3.78, , 
2020-06-16 13:43:24,23.79,28.17,4.29, , 
2020-06-16 13:48:24,23.22,27.71,3.57, , 
2020-06-16 13:53:24,23.07,30.17,4.65, , 
2020-06-16 13:58:24,24.32,27.66,4.49, , 
2020-06-16 14:03:24,25.76,27.62,5.69, , 
2020-06-16 14:08:24,26.22,26.51,5.50, , 
2020-06-16 14:13:24,26.73,27.20,6.31, , 
2020-06-16 14:18:24,26.37,27.98,6.41, , 
2020-06-16 14:23:24,25.05,27.94,5.25, , 
2020-06-16 14:28:24,24.82,24.13,2.96, , 
2020-06-16 14:33:24,24.05,26.47,3.63, , 
2020-06-16 14:38:24,24.10,27.47,4.20, , 
2020-06-16 14:43:24,23.69,25.07,2.56, , 
2020-06-16 14:48:24,22.97,26.70,2.83, , 
2020-06-16 14:53:24,22.34,27.75,2.83, , 
2020-06-16 14:58:24,22.14,28.96,3.27, , 
2020-06-16 15:03:24,21.92,29.88,3.52, , 
2020-06-16 15:08:24,21.79,28.32,2.65, , 
2020-06-16 15:13:24,21.96,30.79,3.98, , 
2020-06-16 15:18:24,21.90,28.40,2.78, , 
2020-06-16 15:23:24,21.85,28.03,2.56, , 
2020-06-16 15:28:24,22.46,31.45,4.71, , 
2020-06-16 15:33:24,23.18,28.42,3.90, , 
2020-06-16 15:38:24,24.42,26.73,4.08, , 
2020-06-16 15:43:24,25.01,25.42,3.87, , 
2020-06-16 15:48:24,25.33,25.40,4.13, , 
2020-06-16 15:53:24,25.88,25.60,4.70, , 
2020-06-16 15:58:24,26.37,26.26,5.49, , 
2020-06-16 16:03:24,26.52,21.82,2.97, , 
2020-06-16 16:08:24,25.72,23.83,3.55, , 
2020-06-16 16:13:24,24.59,26.15,3.91, , 
2020-06-16 16:18:24,23.90,30.06,5.32, , 
2020-06-16 16:23:24,24.28,26.36,3.77, , 
2020-06-16 16:28:24,24.60,28.58,5.19, , 
2020-06-16 16:33:24,25.08,24.48,3.40, , 
2020-06-16 16:38:24,25.48,25.09,4.08, , 
2020-06-16 16:43:24,24.74,26.41,4.18, , 
2020-06-16 16:48:24,24.49,25.81,3.65, , 
2020-06-16 16:53:24,24.74,26.84,4.41, , 
2020-06-16 16:58:24,25.04,25.47,3.92, , 
2020-06-16 17:03:24,24.43,25.37,3.35, , 
2020-06-16 17:08:24,23.69,25.95,3.04, , 
2020-06-16 17:13:24,23.23,27.75,3.59, , 
2020-06-16 17:18:24,22.42,27.64,2.85, , 
2020-06-16 17:23:24,21.98,27.77,2.54, , 
2020-06-16 17:28:24,22.76,27.80,3.22, , 
2020-06-16 17:33:24,23.07,28.71,3.94, , 
2020-06-16 17:38:24,23.12,23.30,1.05, , 
2020-06-16 17:43:24,22.77,27.72,3.19, , 
2020-06-16 17:48:24,22.56,25.16,1.65, , 
2020-06-16 17:53:24,22.78,24.46,1.44, , 
2020-06-16 17:58:24,22.94,26.64,2.77, , 
2020-06-16 18:03:24,24.12,25.56,3.19, , 
2020-06-16 18:08:24,25.09,24.27,3.28, , 
2020-06-16 18:13:24,25.32,20.43,1.05, , 
2020-06-16 18:18:24,25.59,23.40,3.18, , 
2020-06-16 18:23:24,26.04,22.29,2.87, , 
2020-06-16 18:28:24,26.30,22.58,3.27, , 
2020-06-16 18:33:24,26.26,23.66,3.90, , 
2020-06-16 18:38:24,26.07,21.82,2.60, , 
2020-06-16 18:43:24,25.92,21.60,2.33, , 
2020-06-16 18:48:24,25.73,22.29,2.61, , 
2020-06-16 18:53:24,25.57,23.64,3.31, , 
2020-06-16 18:58:24,25.37,24.04,3.38, , 
2020-06-16 19:03:24,25.20,23.42,2.87, , 
2020-06-16 19:08:24,25.17,23.65,2.98, , 
2020-06-16 19:13:24,25.23,25.18,3.92, , 
2020-06-16 19:18:24,24.59,21.69,1.29, , 
2020-06-16 19:23:24,24.03,23.83,2.13, , 
2020-06-16 19:28:24,23.77,23.03,1.44, , 
2020-06-16 19:33:24,23.73,21.79,0.64, , 
2020-06-16 19:38:24,23.68,22.90,1.28, , 
2020-06-16 19:43:24,23.17,23.57,1.26, , 
2020-06-16 19:48:24,22.64,26.07,2.21, , 
2020-06-16 19:53:24,22.10,25.00,1.17, , 
2020-06-16 19:58:24,21.63,24.06,0.24, , 
2020-06-16 20:03:24,21.33,26.40,1.27, , 
2020-06-16 20:08:24,21.08,24.66,0.12, , 
2020-06-16 20:13:24,20.83,26.23,0.75, , 
2020-06-16 20:18:24,20.54,25.69,0.22, , 
2020-06-16 20:23:24,20.17,27.21,0.70, , 
2020-06-16 20:28:24,19.85,26.30,-0.04, , 
2020-06-16 20:33:24,19.69,26.85,0.11, , 
2020-06-16 20:38:24,19.53,24.52,-1.28, , 
2020-06-16 20:43:24,19.42,25.04,-1.08, , 
2020-06-16 20:48:24,19.42,26.15,-0.48, , 
2020-06-16 20:53:24,19.39,28.67,0.76, , 
2020-06-16 20:58:24,19.18,26.34,-0.59, , 
2020-06-16 21:03:24,18.89,28.26,0.13, , 
2020-06-16 21:08:24,18.73,27.98,-0.14, , 
2020-06-16 21:13:24,18.65,32.67,1.93, , 
2020-06-16 21:18:24,18.00,38.01,3.49, , 
2020-06-16 21:23:24,17.06,40.80,3.66, , 
2020-06-16 21:28:24,16.15,41.19,2.97, , 
2020-06-16 21:33:24,15.18,44.58,3.21, , 
2020-06-16 21:38:24,14.45,47.41,3.42, , 
2020-06-16 21:43:24,13.78,46.96,2.66, , 
2020-06-16 21:48:24,13.26,49.81,3.02, , 
2020-06-16 21:53:24,12.88,51.35,3.10, , 
2020-06-16 21:58:24,12.65,51.97,3.06, , 
2020-06-16 22:03:24,12.49,56.10,3.99, , 
2020-06-16 22:08:24,12.34,53.36,3.14, , 
2020-06-16 22:13:24,12.31,53.94,3.26, , 
2020-06-16 22:18:24,12.26,54.88,3.46, , 
2020-06-16 22:23:24,12.21,53.46,3.05, , 
2020-06-16 22:28:24,12.15,53.97,3.12, , 
2020-06-16 22:33:24,12.08,53.52,2.94, , 
2020-06-16 22:38:24,12.03,54.31,3.10, , 
2020-06-16 22:43:24,11.72,52.18,2.25, , 
2020-06-16 22:48:24,11.40,49.79,1.30, , 
2020-06-16 22:53:24,11.22,50.48,1.32, , 
2020-06-16 22:58:24,11.10,51.70,1.54, , 
2020-06-16 23:03:24,10.98,49.97,0.96, , 
2020-06-16 23:08:24,10.80,52.51,1.48, , 
2020-06-16 23:13:24,10.45,52.59,1.19, , 
2020-06-16 23:18:24,10.57,48.22,0.09, , 
2020-06-16 23:23:24,10.66,43.03,-1.39, , 
2020-06-16 23:28:24,10.86,49.72,0.78, , 
2020-06-16 23:33:24,10.59,49.69,0.53, , 
2020-06-16 23:38:24,10.26,50.54,0.46, , 
2020-06-16 23:43:24,9.99,51.71,0.52, , 
2020-06-16 23:48:24,9.70,53.76,0.79, , 
2020-06-16 23:53:24,9.40,54.11,0.60, , 
2020-06-16 23:58:24,9.21,55.10,0.67, , 
2020-06-17 00:03:24,9.07,54.68,0.44, , 
2020-06-17 00:08:24,9.05,54.71,0.42, , 
2020-06-17 00:13:24,9.05,53.03,-0.01, , 
2020-06-17 00:18:24,9.17,54.89,0.58, , 
2020-06-17 00:23:24,9.20,54.18,0.43, , 
2020-06-17 00:28:24,9.11,51.92,-0.23, , 
2020-06-17 00:33:24,9.09,43.66,-2.61, , 
2020-06-17 00:38:24,9.32,53.27,0.31, , 
2020-06-17 00:43:24,9.22,53.85,0.37, , 
2020-06-17 00:48:24,9.00,52.92,-0.08, , 
2020-06-17 00:53:24,8.68,52.70,-0.43, , 
2020-06-17 00:58:24,8.39,52.91,-0.64, , 
2020-06-17 01:03:24,8.16,55.45,-0.22, , 
2020-06-17 01:08:24,7.86,54.47,-0.74, , 
2020-06-17 01:13:24,7.54,56.22,-0.61, , 
2020-06-17 01:18:24,7.15,55.29,-1.20, , 
2020-06-17 01:23:24,6.72,58.14,-0.92, , 
2020-06-17 01:28:24,6.31,58.86,-1.13, , 
2020-06-17 01:33:24,6.11,61.75,-0.67, , 
2020-06-17 01:38:24,5.81,61.19,-1.08, , 
2020-06-17 01:43:24,5.46,62.10,-1.21, , 
2020-06-17 01:48:24,5.11,64.14,-1.10, , 
2020-06-17 01:53:24,4.79,64.26,-1.38, , 
2020-06-17 01:58:24,4.48,64.67,-1.59, , 
2020-06-17 02:03:24,4.27,65.31,-1.66, , 
2020-06-17 02:08:24,4.12,64.03,-2.07, , 
2020-06-17 02:13:24,4.10,66.05,-1.66, , 
2020-06-17 02:18:24,3.91,64.41,-2.18, , 
2020-06-17 02:23:24,3.87,64.68,-2.17, , 
2020-06-17 02:28:24,3.68,66.77,-1.92, , 
2020-06-17 02:33:24,3.47,68.78,-1.72, , 
2020-06-17 02:38:24,3.27,64.76,-2.72, , 
2020-06-17 02:43:24,3.31,65.77,-2.47, , 
2020-06-17 02:48:24,3.44,67.17,-2.07, , 
2020-06-17 02:53:24,3.32,67.50,-2.11, , 
2020-06-17 02:58:24,3.09,68.10,-2.22, , 
2020-06-17 03:03:24,2.90,66.59,-2.70, , 
2020-06-17 03:08:24,2.90,65.73,-2.87, , 
2020-06-17 03:13:24,3.06,70.64,-1.75, , 
