Serial Number:20585867 --

"Date Time, GMT -0400","Temp, (*C)","RH, (%)","DewPt, (*C)","Host Connect","EOF"
2021-06-11 06:35:30,-0.23,67.56,-5.50, , 
2021-06-11 06:40:30,-0.16,66.03,-5.74, , 
2021-06-11 06:45:30,-0.09,66.41,-5.59, , 
2021-06-11 06:50:30,-0.13,63.99,-6.12, , 
2021-06-11 06:55:30,-0.02,63.85,-6.05, , 
2021-06-11 07:00:30,-0.08,67.61,-5.35, , 
2021-06-11 07:05:30,-0.07,66.79,-5.50, , 
2021-06-11 07:10:30,-0.24,67.42,-5.54, , 
2021-06-11 07:15:30,-0.23,66.35,-5.74, , 
2021-06-11 07:20:30,-0.21,65.02,-5.98, , 
2021-06-11 07:25:30,-0.36,68.55,-5.43, , 
2021-06-11 07:30:30,-0.57,69.00,-5.55, , 
2021-06-11 07:35:30,-0.87,68.47,-5.94, , 
2021-06-11 07:40:30,-0.98,69.50,-5.85, , 
2021-06-11 07:45:30,-0.80,69.71,-5.64, , 
2021-06-11 07:50:30,-0.55,65.45,-6.22, , 
2021-06-11 07:55:30,-0.53,69.46,-5.42, , 
2021-06-11 08:00:30,-0.61,70.11,-5.38, , 
2021-06-11 08:05:30,-0.80,68.72,-5.82, , 
2021-06-11 08:10:30,-0.71,68.37,-5.81, , 
2021-06-11 08:15:30,-0.51,67.86,-5.71, , 
2021-06-11 08:20:30,-0.36,68.11,-5.52, , 
2021-06-11 08:25:30,-0.47,70.25,-5.22, , 
2021-06-11 08:30:30,-0.68,71.71,-5.15, , 
2021-06-11 08:35:30,-0.65,67.56,-5.90, , 
2021-06-11 08:40:30,-0.36,66.84,-5.76, , 
2021-06-11 08:45:30,-0.28,70.74,-4.95, , 
2021-06-11 08:50:30,-0.41,71.00,-5.02, , 
2021-06-11 08:55:30,-0.58,72.32,-4.94, , 
2021-06-11 09:00:30,-0.56,70.86,-5.19, , 
2021-06-11 09:05:30,-0.38,69.43,-5.29, , 
2021-06-11 09:10:30,-0.20,68.82,-5.23, , 
2021-06-11 09:15:30,-0.10,72.56,-4.43, , 
2021-06-11 09:20:30,-0.14,71.01,-4.76, , 
2021-06-11 09:25:30,0.01,70.20,-4.77, , 
2021-06-11 09:30:30,0.27,68.78,-4.79, , 
2021-06-11 09:35:30,0.91,66.72,-4.58, , 
2021-06-11 09:40:30,1.86,62.63,-4.51, , 
2021-06-11 09:45:30,2.91,65.53,-2.90, , 
2021-06-11 09:50:30,3.89,61.77,-2.77, , 
2021-06-11 09:55:30,4.92,65.72,-0.95, , 
2021-06-11 10:00:30,5.93,62.68,-0.64, , 
2021-06-11 10:05:30,6.86,61.89,0.07, , 
2021-06-11 10:10:30,7.72,57.92,-0.03, , 
2021-06-11 10:15:30,8.57,55.21,0.10, , 
2021-06-11 10:20:30,9.33,50.36,-0.45, , 
2021-06-11 10:25:30,10.08,50.58,0.30, , 
2021-06-11 10:30:30,10.86,43.29,-1.12, , 
2021-06-11 10:35:30,11.70,43.22,-0.38, , 
2021-06-11 10:40:30,12.46,38.38,-1.32, , 
2021-06-11 10:45:30,13.17,34.94,-1.96, , 
2021-06-11 10:50:30,13.46,33.24,-2.38, , 
2021-06-11 10:55:30,13.68,33.77,-1.97, , 
2021-06-11 11:00:30,13.98,36.46,-0.66, , 
2021-06-11 11:05:30,14.36,33.83,-1.35, , 
2021-06-11 11:10:30,14.58,33.50,-1.29, , 
2021-06-11 11:15:30,14.99,32.60,-1.30, , 
2021-06-11 11:20:30,15.37,31.99,-1.23, , 
2021-06-11 11:25:30,15.73,32.11,-0.86, , 
2021-06-11 11:30:30,16.13,36.68,1.32, , 
2021-06-11 11:35:30,16.56,33.45,0.43, , 
2021-06-11 11:40:30,17.00,33.75,0.93, , 
2021-06-11 11:45:30,17.50,32.03,0.65, , 
2021-06-11 11:50:30,18.04,29.24,-0.14, , 
2021-06-11 11:55:30,18.67,26.08,-1.16, , 
2021-06-11 12:00:30,19.18,25.89,-0.82, , 
2021-06-11 12:05:30,19.59,31.83,2.39, , 
2021-06-11 12:10:30,19.84,27.19,0.41, , 
2021-06-11 12:15:30,20.18,23.81,-1.12, , 
2021-06-11 12:20:30,20.46,31.35,2.93, , 
2021-06-11 12:25:30,20.98,23.57,-0.59, , 
2021-06-11 12:30:30,21.33,27.96,2.08, , 
2021-06-11 12:35:30,21.68,23.25,-0.18, , 
2021-06-11 12:40:30,21.82,24.77,0.81, , 
2021-06-11 12:45:30,21.78,18.96,-2.87, , 
2021-06-11 12:50:30,21.13,20.04,-2.67, , 
2021-06-11 12:55:30,20.71,19.59,-3.32, , 
2021-06-11 13:00:30,20.64,22.74,-1.36, , 
2021-06-11 13:05:30,20.37,19.69,-3.52, , 
2021-06-11 13:10:30,20.44,24.31,-0.62, , 
2021-06-11 13:15:30,20.37,20.98,-2.68, , 
2021-06-11 13:20:30,19.97,17.53,-5.39, , 
2021-06-11 13:25:30,20.19,29.76,1.97, , 
2021-06-11 13:30:30,20.89,21.36,-2.00, , 
2021-06-11 13:35:30,20.58,18.63,-4.10, , 
2021-06-11 13:40:30,20.66,21.56,-2.06, , 
2021-06-11 13:45:30,20.61,23.36,-1.02, , 
2021-06-11 13:50:30,20.88,22.74,-1.16, , 
2021-06-11 13:55:30,21.05,19.94,-2.80, , 
2021-06-11 14:00:30,20.98,20.10,-2.75, , 
2021-06-11 14:05:30,21.05,21.13,-2.01, , 
2021-06-11 14:10:30,20.91,21.56,-1.86, , 
2021-06-11 14:15:30,20.81,20.12,-2.87, , 
2021-06-11 14:20:30,21.32,22.22,-1.11, , 
2021-06-11 14:25:30,21.73,23.11,-0.23, , 
2021-06-11 14:30:30,22.22,21.22,-0.98, , 
2021-06-11 14:35:30,22.27,21.23,-0.94, , 
2021-06-11 14:40:30,22.22,22.66,-0.09, , 
2021-06-11 14:45:30,22.38,22.27,-0.19, , 
2021-06-11 14:50:30,22.34,19.54,-2.01, , 
2021-06-11 14:55:30,22.05,20.62,-1.52, , 
2021-06-11 15:00:30,21.99,24.37,0.73, , 
2021-06-11 15:05:30,22.19,23.34,0.29, , 
2021-06-11 15:10:30,22.47,20.97,-0.95, , 
2021-06-11 15:15:30,22.65,22.41,0.12, , 
2021-06-11 15:20:30,22.54,24.14,1.06, , 
2021-06-11 15:25:30,23.03,22.10,0.25, , 
2021-06-11 15:30:30,23.28,21.08,-0.20, , 
2021-06-11 15:35:30,23.40,21.30,0.05, , 
2021-06-11 15:40:30,23.27,18.36,-2.09, , 
2021-06-11 15:45:30,23.27,19.87,-1.01, , 
2021-06-11 15:50:30,23.50,18.29,-1.96, , 
2021-06-11 15:55:30,23.67,20.53,-0.24, , 
2021-06-11 16:00:30,23.90,21.37,0.51, , 
2021-06-11 16:05:30,24.29,23.63,2.23, , 
2021-06-11 16:10:30,25.05,23.63,2.87, , 
2021-06-11 16:15:30,25.43,21.35,1.76, , 
2021-06-11 16:20:30,25.22,19.02,-0.01, , 
2021-06-11 16:25:30,25.08,19.98,0.56, , 
2021-06-11 16:30:30,25.12,20.84,1.17, , 
2021-06-11 16:35:30,25.66,19.34,0.58, , 
2021-06-11 16:40:30,25.79,18.54,0.10, , 
2021-06-11 16:45:30,25.50,19.93,0.86, , 
2021-06-11 16:50:30,25.69,17.61,-0.69, , 
2021-06-11 16:55:30,26.02,15.70,-1.99, , 
2021-06-11 17:00:30,26.12,19.79,1.28, , 
2021-06-11 17:05:30,26.15,16.98,-0.81, , 
2021-06-11 17:10:30,25.63,16.56,-1.57, , 
2021-06-11 17:15:30,25.14,16.10,-2.35, , 
2021-06-11 17:20:30,24.80,19.04,-0.34, , 
2021-06-11 17:25:30,24.95,19.47,0.09, , 
2021-06-11 17:30:30,25.87,18.46,0.10, , 
2021-06-11 17:35:30,25.64,16.55,-1.57, , 
2021-06-11 17:40:30,25.53,17.09,-1.22, , 
2021-06-11 17:45:30,25.87,14.65,-3.04, , 
2021-06-11 17:50:30,25.24,17.92,-0.81, , 
2021-06-11 17:55:30,24.86,17.01,-1.84, , 
2021-06-11 18:00:30,25.14,23.67,2.97, , 
2021-06-11 18:05:30,25.98,17.90,-0.23, , 
2021-06-11 18:10:30,26.22,16.10,-1.49, , 
2021-06-11 18:15:30,26.08,21.91,2.67, , 
2021-06-11 18:20:30,26.72,20.49,2.26, , 
2021-06-11 18:25:30,26.58,18.27,0.55, , 
2021-06-11 18:30:30,26.39,15.60,-1.78, , 
2021-06-11 18:35:30,26.20,16.65,-1.04, , 
2021-06-11 18:40:30,25.53,16.41,-1.77, , 
2021-06-11 18:45:30,25.68,17.63,-0.67, , 
2021-06-11 18:50:30,25.30,16.11,-2.22, , 
2021-06-11 18:55:30,25.74,21.36,2.03, , 
2021-06-11 19:00:30,25.71,17.77,-0.55, , 
2021-06-11 19:05:30,25.68,16.18,-1.85, , 
2021-06-11 19:10:30,26.01,18.89,0.53, , 
2021-06-11 19:15:30,26.47,18.27,0.45, , 
2021-06-11 19:20:30,27.06,17.97,0.70, , 
2021-06-11 19:25:30,26.56,17.15,-0.34, , 
2021-06-11 19:30:30,25.87,18.39,0.05, , 
2021-06-11 19:35:30,25.61,15.68,-2.33, , 
2021-06-11 19:40:30,25.53,19.60,0.66, , 
2021-06-11 19:45:30,26.37,17.74,-0.04, , 
2021-06-11 19:50:30,26.95,16.20,-0.82, , 
2021-06-11 19:55:30,26.03,17.96,-0.14, , 
2021-06-11 20:00:30,25.83,17.24,-0.86, , 
2021-06-11 20:05:30,26.12,17.11,-0.73, , 
2021-06-11 20:10:30,25.57,16.39,-1.76, , 
2021-06-11 20:15:30,25.18,16.00,-2.40, , 
2021-06-11 20:20:30,25.32,17.32,-1.21, , 
2021-06-11 20:25:30,25.15,17.80,-0.98, , 
2021-06-11 20:30:30,25.03,15.84,-2.65, , 
2021-06-11 20:35:30,25.23,17.78,-0.92, , 
2021-06-11 20:40:30,25.60,19.28,0.48, , 
2021-06-11 20:45:30,25.87,17.25,-0.82, , 
2021-06-11 20:50:30,25.88,17.37,-0.72, , 
2021-06-11 20:55:30,25.32,20.58,1.16, , 
2021-06-11 21:00:30,24.83,17.18,-1.72, , 
2021-06-11 21:05:30,24.63,20.19,0.33, , 
2021-06-11 21:10:30,24.18,23.90,2.30, , 
2021-06-11 21:15:30,23.70,22.33,0.95, , 
2021-06-11 21:20:30,23.08,24.74,1.85, , 
2021-06-11 21:25:30,21.72,22.40,-0.67, , 
2021-06-11 21:30:30,19.62,25.08,-0.88, , 
2021-06-11 21:35:30,17.94,26.87,-1.38, , 
2021-06-11 21:40:30,16.43,32.24,-0.19, , 
2021-06-11 21:45:30,14.96,34.00,-0.76, , 
2021-06-11 21:50:30,13.77,34.81,-1.48, , 
2021-06-11 21:55:30,13.04,33.14,-2.79, , 
2021-06-11 22:00:30,12.46,36.73,-1.92, , 
2021-06-11 22:05:30,11.78,40.86,-1.07, , 
2021-06-11 22:10:30,10.99,41.73,-1.50, , 
2021-06-11 22:15:30,10.45,42.76,-1.66, , 
2021-06-11 22:20:30,10.00,40.90,-2.66, , 
2021-06-11 22:25:30,9.72,43.21,-2.18, , 
2021-06-11 22:30:30,9.36,43.72,-2.35, , 
2021-06-11 22:35:30,9.21,41.64,-3.14, , 
2021-06-11 22:40:30,9.20,39.55,-3.84, , 
2021-06-11 22:45:30,9.18,43.30,-2.65, , 
2021-06-11 22:50:30,8.79,45.19,-2.42, , 
2021-06-11 22:55:30,8.31,46.90,-2.36, , 
2021-06-11 23:00:30,7.90,47.63,-2.53, , 
2021-06-11 23:05:30,7.52,50.40,-2.12, , 
2021-06-11 23:10:30,7.00,51.55,-2.29, , 
2021-06-11 23:15:30,6.61,52.99,-2.28, , 
2021-06-11 23:20:30,6.23,53.96,-2.39, , 
2021-06-11 23:25:30,6.24,51.51,-3.01, , 
2021-06-11 23:30:30,6.16,48.30,-3.94, , 
2021-06-11 23:35:30,6.04,50.25,-3.53, , 
2021-06-11 23:40:30,5.71,54.07,-2.84, , 
2021-06-11 23:45:30,5.27,52.96,-3.53, , 
2021-06-11 23:50:30,5.00,52.26,-3.97, , 
2021-06-11 23:55:30,4.90,55.19,-3.33, , 
2021-06-12 00:00:30,4.65,58.75,-2.72, , 
2021-06-12 00:05:30,4.44,57.62,-3.19, , 
2021-06-12 00:10:30,4.26,58.68,-3.11, , 
2021-06-12 00:15:30,4.00,60.22,-3.01, , 
2021-06-12 00:20:30,3.82,59.67,-3.30, , 
2021-06-12 00:25:30,3.76,58.27,-3.67, , 
2021-06-12 00:30:30,3.83,58.00,-3.67, , 
2021-06-12 00:35:30,3.72,58.45,-3.67, , 
2021-06-12 00:40:30,3.67,55.33,-4.45, , 
2021-06-12 00:45:30,3.83,55.74,-4.20, , 
2021-06-12 00:50:30,3.79,55.97,-4.18, , 
2021-06-12 00:55:30,3.59,59.16,-3.63, , 
2021-06-12 01:00:30,3.40,59.09,-3.83, , 
2021-06-12 01:05:30,3.23,58.14,-4.21, , 
2021-06-12 01:10:30,3.02,55.97,-4.90, , 
2021-06-12 01:15:30,3.03,60.88,-3.78, , 
2021-06-12 01:20:30,2.82,59.82,-4.21, , 
2021-06-12 01:25:30,2.74,62.10,-3.78, , 
2021-06-12 01:30:30,2.69,60.01,-4.29, , 
2021-06-12 01:35:30,2.69,63.11,-3.62, , 
2021-06-12 01:40:30,2.46,61.50,-4.18, , 
2021-06-12 01:45:30,2.64,61.00,-4.12, , 
2021-06-12 01:50:30,2.44,59.82,-4.57, , 
2021-06-12 01:55:30,2.29,58.14,-5.08, , 
2021-06-12 02:00:30,2.37,59.25,-4.76, , 
2021-06-12 02:05:30,2.21,57.41,-5.33, , 
2021-06-12 02:10:30,1.93,62.09,-4.56, , 
2021-06-12 02:15:30,1.93,59.93,-5.03, , 
2021-06-12 02:20:30,2.02,59.90,-4.94, , 
2021-06-12 02:25:30,1.94,62.29,-4.51, , 
2021-06-12 02:30:30,1.85,63.56,-4.32, , 
2021-06-12 02:35:30,1.70,63.15,-4.55, , 
2021-06-12 02:40:30,1.69,62.66,-4.66, , 
2021-06-12 02:45:30,1.66,63.13,-4.59, , 
2021-06-12 02:50:30,1.57,61.10,-5.11, , 
2021-06-12 02:55:30,1.69,57.25,-5.85, , 
2021-06-12 03:00:30,1.52,63.52,-4.65, , 
2021-06-12 03:05:30,1.56,63.53,-4.60, , 
2021-06-12 03:10:30,1.48,62.13,-4.98, , 
2021-06-12 03:15:30,1.29,60.40,-5.52, , 
2021-06-12 03:20:30,1.49,57.28,-6.04, , 
2021-06-12 03:25:30,1.69,60.13,-5.21, , 
2021-06-12 03:30:30,1.36,63.78,-4.74, , 
2021-06-12 03:35:30,0.97,63.72,-5.13, , 
2021-06-12 03:40:30,0.87,63.74,-5.22, , 
2021-06-12 03:45:30,1.11,59.77,-5.83, , 
2021-06-12 03:50:30,1.11,62.48,-5.25, , 
2021-06-12 03:55:30,0.88,65.64,-4.82, , 
2021-06-12 04:00:30,0.64,60.71,-6.07, , 
2021-06-12 04:05:30,0.64,64.21,-5.34, , 
2021-06-12 04:10:30,0.54,61.81,-5.93, , 
2021-06-12 04:15:30,0.47,65.70,-5.20, , 
2021-06-12 04:20:30,0.37,63.31,-5.78, , 
2021-06-12 04:25:30,0.39,64.18,-5.58, , 
2021-06-12 04:30:30,0.38,62.91,-5.85, , 
2021-06-12 04:35:30,0.44,60.96,-6.21, , 
2021-06-12 04:40:30,0.37,60.23,-6.43, , 
2021-06-12 04:45:30,0.22,67.64,-5.05, , 
2021-06-12 04:50:30,0.02,64.13,-5.95, , 
2021-06-12 04:55:30,0.12,62.46,-6.20, , 
2021-06-12 05:00:30,-0.05,67.10,-5.42, , 
2021-06-12 05:05:30,-0.34,66.46,-5.82, , 
2021-06-12 05:10:30,-0.38,67.87,-5.58, , 
2021-06-12 05:15:30,-0.25,62.97,-6.44, , 
2021-06-12 05:20:30,-0.13,61.93,-6.55, , 
2021-06-12 05:25:30,0.20,64.08,-5.78, , 
2021-06-12 05:30:30,0.16,62.91,-6.07, , 
2021-06-12 05:35:30,0.17,63.92,-5.85, , 
2021-06-12 05:40:30,0.37,60.20,-6.44, , 
2021-06-12 05:45:30,0.29,63.75,-5.77, , 
2021-06-12 05:50:30,0.17,64.29,-5.77, , 
2021-06-12 05:55:30,-0.01,64.20,-5.96, , 
2021-06-12 06:00:30,-0.13,63.89,-6.14, , 
2021-06-12 06:05:30,-0.15,64.30,-6.08, , 
2021-06-12 06:10:30,-0.21,66.11,-5.77, , 
2021-06-12 06:15:30,-0.40,65.85,-6.00, , 
2021-06-12 06:20:30,-0.47,65.56,-6.13, , 
2021-06-12 06:25:30,-0.56,67.56,-5.82, , 
2021-06-12 06:30:30,-0.77,66.58,-6.22, , 
2021-06-12 06:35:30,-0.74,66.01,-6.30, , 
2021-06-12 06:40:30,-0.41,61.93,-6.81, , 
2021-06-12 06:45:30,0.03,64.22,-5.92, , 
2021-06-12 06:50:30,-0.26,67.00,-5.64, , 
2021-06-12 06:55:30,-0.54,65.78,-6.15, , 
2021-06-12 07:00:30,-0.41,62.56,-6.68, , 
2021-06-12 07:05:30,-0.08,61.34,-6.62, , 
2021-06-12 07:10:30,0.09,59.31,-6.90, , 
2021-06-12 07:15:30,0.08,58.81,-7.02, , 
2021-06-12 07:20:30,0.04,61.46,-6.48, , 
2021-06-12 07:25:30,-0.20,63.22,-6.34, , 
2021-06-12 07:30:30,-0.50,63.40,-6.59, , 
2021-06-12 07:35:30,-0.61,64.03,-6.57, , 
2021-06-12 07:40:30,-0.60,63.71,-6.63, , 
2021-06-12 07:45:30,-0.65,64.00,-6.61, , 
2021-06-12 07:50:30,-0.83,66.24,-6.33, , 
2021-06-12 07:55:30,-1.10,65.33,-6.77, , 
2021-06-12 08:00:30,-1.24,70.08,-5.99, , 
2021-06-12 08:05:30,-1.44,71.22,-5.97, , 
2021-06-12 08:10:30,-1.53,69.63,-6.35, , 
2021-06-12 08:15:30,-1.42,71.80,-5.85, , 
2021-06-12 08:20:30,-1.38,68.22,-6.47, , 
2021-06-12 08:25:30,-1.23,70.25,-5.95, , 
2021-06-12 08:30:30,-1.10,68.33,-6.18, , 
2021-06-12 08:35:30,-0.74,66.30,-6.24, , 
2021-06-12 08:40:30,-0.41,67.43,-5.70, , 
2021-06-12 08:45:30,-0.54,69.52,-5.42, , 
2021-06-12 08:50:30,-0.71,70.52,-5.40, , 
2021-06-12 08:55:30,-0.80,69.52,-5.67, , 
2021-06-12 09:00:30,-0.76,69.68,-5.61, , 
2021-06-12 09:05:30,-0.64,68.41,-5.73, , 
2021-06-12 09:10:30,-0.44,68.49,-5.53, , 
2021-06-12 09:15:30,-0.31,69.50,-5.21, , 
2021-06-12 09:20:30,-0.10,69.50,-5.00, , 
2021-06-12 09:25:30,0.07,67.97,-5.13, , 
2021-06-12 09:30:30,0.23,67.58,-5.06, , 
2021-06-12 09:35:30,0.87,65.48,-4.87, , 
2021-06-12 09:40:30,1.86,71.10,-2.81, , 
2021-06-12 09:45:30,2.86,66.85,-2.69, , 
